,code,date,step,quantity,action,ask_price,bid_price,order_price,reward,cash,BP,IS,status,index
0,000001,20231207,0,2788.8285,0,9.41,9.4,9.36,0.9994689325544346,904.926765,-28.266493070408238,0.48083249999808686,FILLED,55
1,000001,20231207,1,2692.6620000000003,0,9.42,9.41,9.37,0.9984067976633029,1808.891865,-33.57716752606305,1.9233299999962128,FILLED,56
2,000001,20231207,2,2596.4955000000004,0,9.44,9.43,9.39,0.9994689325544336,2713.81863,-31.806942707510817,2.404162499994527,FILLED,57
3,000001,20231207,3,2500.3290000000006,0,9.43,9.42,9.38,1.0015932023366962,3620.6687250000004,-25.611155842578942,0.961664999992081,FILLED,58
4,000001,20231207,4,2404.162500000001,0,9.43,9.42,9.38,1.0005310674455647,4526.557155,-24.017953505882126,0.48083249999035615,FILLED,59
5,000001,20231207,5,2307.996000000001,0,9.43,9.42,9.38,1.0005310674455647,5432.445585,-22.95581861475154,-1.0913936421275139e-11,FILLED,60
6,000001,20231207,6,2211.829500000001,0,9.43,9.42,9.38,1.0005310674455643,6338.334015,-22.19715083537147,-0.4808325000130935,FILLED,61
7,000001,20231207,7,2115.6630000000014,0,9.44,9.43,9.39,1.0005310674455643,7244.222445,-21.628150000836893,-0.9616650000152731,FILLED,62
8,000001,20231207,8,2019.4965000000013,0,9.45,9.44,9.4,1.0015932023366951,8151.07254,-20.005443917168257,-2.404162500014536,FILLED,63
9,000001,20231207,9,1923.3300000000013,0,9.46,9.45,9.41,1.002655337227826,9058.8843,-17.6451441591005,-4.80832500001452,FILLED,64
10,000001,20231207,10,1827.1635000000012,0,9.46,9.45,9.41,1.0037174721189572,9967.657725,-14.748412637836296,-8.174152500012497,FILLED,65
11,000001,20231207,11,1730.9970000000012,0,9.45,9.44,9.4,1.0037174721189572,10876.431149999999,-12.33446970344946,-11.539980000012292,FILLED,66
12,000001,20231207,12,1634.8305000000012,0,9.45,9.44,9.4,1.0026553372278275,11784.242909999999,-11.10892944445205,-13.944142500011367,FILLED,67
13,000001,20231207,13,1538.6640000000011,0,9.45,9.44,9.4,1.0026553372278275,12692.05467,-10.05846636531303,-16.34830500001226,FILLED,68
14,000001,20231207,14,1442.497500000001,0,9.45,9.44,9.4,1.0026553372278275,13599.86643,-9.148065030057705,-18.752467500013154,FILLED,69
15,000001,20231207,15,1346.331000000001,0,9.46,9.45,9.41,1.0026553372278275,14507.67819,-8.351463861709295,-21.15663000001223,FILLED,70
16,000001,20231207,16,1250.164500000001,0,9.46,9.45,9.41,1.0037174721189575,15416.451615,-7.023795247796535,-24.522457500012024,FILLED,71
17,000001,20231207,17,1153.998000000001,0,9.45,9.44,9.4,1.0037174721189577,16325.22504,-5.8436453687636,-27.88828500001,FILLED,72
18,000001,20231207,18,1057.831500000001,0,9.45,9.44,9.4,1.0026553372278257,17233.036799999998,-5.346740156539306,-30.292447500010894,FILLED,73
19,000001,20231207,19,961.6650000000009,0,9.45,9.44,9.4,1.0026553372278275,18140.84856,-4.899525465537251,-32.69661000000997,FILLED,74
20,000001,20231207,20,865.4985000000008,0,9.45,9.44,9.4,1.0026553372278277,19048.66032,-4.494902649868008,-35.10077250000904,FILLED,75
21,000001,20231207,21,769.3320000000008,0,9.44,9.43,9.39,1.0026553372278277,19956.47208,-4.127063726532333,-37.50493500000812,FILLED,76
22,000001,20231207,22,673.1655000000007,0,9.44,9.43,9.39,1.0015932023366978,20863.322175,-4.2530085752817195,-38.94743250001193,FILLED,77
