,i,reward,eplen,epsilon,lr,loss,avg_Q,BP,IS,code,date,start_index
108,3269,8.221622551614612,30,0.258879725846187,2e-05,0.30284273624420166,1.1203292608261108,-6.453918270462477,-19639609.92962265,000001,20231207,188
109,3299,9.658958045671795,30,0.256506302253484,2e-05,0.26708149909973145,1.1187899112701416,-4.087175006711874,37159709.5013237,000001,20231207,22
110,3329,13.10729053410893,30,0.25415463833907165,2e-05,0.25465428829193115,0.8253104090690613,9.696629762939867,84296504.32999039,000001,20231207,6
111,3359,8.238168554790892,30,0.2518245346090203,2e-05,0.2568119466304779,0.8623875379562378,-1.9631915390172252,-34668226.99889374,000001,20231207,191
112,3389,7.825121531100468,30,0.24951579339837168,2e-05,0.326327383518219,0.9091777801513672,-5.688683095816765,-22721074.10381317,000001,20231207,35
113,3419,10.916513846153844,30,0.2472282188543706,2e-05,0.23842111229896545,1.1321895122528076,-4.420942928040195,-14967647.488193512,000001,20231207,88
114,3449,8.844444409114999,30,0.24496161691985083,2e-05,0.2653120458126068,0.9491651058197021,6.440014587642161,50407322.40412521,000001,20231207,10
115,3479,17.119249176845454,30,0.24271579531677287,2e-05,0.2496928572654724,1.016388177871704,-9.001694847503208,-17428356.700481415,000001,20231207,46
116,3509,9.954185329815296,30,0.24049056352991297,2e-05,0.2106972634792328,1.1313077211380005,4.815259170991867,41745314.39731598,000001,20231207,206
117,3539,7.06073667546173,30,0.23828573279070134,2e-05,0.2321075201034546,1.067118525505066,5.977677532836013,35775873.11064148,000001,20231207,205
118,3569,10.86327633668608,30,0.23610111606120893,2e-05,0.25458410382270813,0.9822184443473816,0.39560671004385606,33355842.34123993,000001,20231207,73
119,3599,7.465876398508254,30,0.2339365280182807,2e-05,0.22540904581546783,0.9183037281036377,-2.4452770091850033,-59454958.20291138,000001,20231207,26
120,3629,9.081489750398294,30,0.23179178503781447,2e-05,0.19245316088199615,1.0803604125976562,-17.819304587167096,16759326.13968277,000001,20231207,42
121,3659,11.79763391626921,30,0.22966670517918403,2e-05,0.23076573014259338,1.0123507976531982,-4.549571203081965,2146821.6529273987,000001,20231207,93
122,3689,6.197860327522445,30,0.22756110816980477,2e-05,0.24934926629066467,1.0426809787750244,7.125502558943741,1947564.599319458,000001,20231207,204
123,3719,9.04872292218105,30,0.22547481538984113,2e-05,0.21113835275173187,1.1057378053665161,1.2133950374842029,-44254683.874622345,000001,20231207,192
124,3749,8.293034976152608,30,0.22340764985705402,2e-05,0.18617278337478638,0.8673006296157837,-11.211019368519526,6319583.628486633,000001,20231207,101
125,3779,8.304153829899626,30,0.22135943621178727,2e-05,0.21850553154945374,1.0591206550598145,9.223336684670077,-3780883.3590011597,000001,20231207,133
126,3809,12.605706723133931,30,0.21933000070209172,2e-05,0.19738270342350006,1.1627390384674072,1.902241044642173,-5183376.056827545,000001,20231207,164
127,3839,8.622966613672496,30,0.2173191711689856,2e-05,0.20931020379066467,1.1197729110717773,4.5784570148877775,-20838325.746845245,000001,20231207,57
128,3869,6.544102593965064,30,0.21532677703185027,2e-05,0.22054913640022278,0.7738868594169617,-1.0097861416115168,-40058072.599220276,000001,20231207,125
129,3899,8.836379777660134,30,0.21335264927395953,2e-05,0.1945553421974182,0.802711009979248,-3.925594130136596,-33043493.44638443,000001,20231207,118
130,3929,14.626728714965624,30,0.21139662042814183,2e-05,0.13740918040275574,1.2172597646713257,3.7919516896661927,-24303205.88279724,000001,20231207,196
131,3959,10.521197673188787,30,0.20945852456257394,2e-05,0.18099913001060486,1.1350206136703491,7.065891062928608,-19274080.942756653,000001,20231207,137
132,3989,6.462392876129723,30,0.20753819726670467,2e-05,0.20322921872138977,0.8990997672080994,-10.071335882879607,-56431001.61466217,000001,20231207,51
133,4019,11.370621986192237,30,0.20563547563730786,2e-05,0.5996308326721191,1.0884307622909546,0.5848434493095287,-63941703.90435028,000001,20231207,54
134,4049,8.85635278514588,30,0.20375019826466306,2e-05,0.4157732129096985,1.268876552581787,5.43609708792929,-51076449.13145065,000001,20231207,59
135,4079,6.326212599258859,30,0.2018822052188631,2e-05,0.5138044357299805,1.3411624431610107,-5.606974162811957,-23808717.576965332,000001,20231207,190
136,4109,9.079107237189639,30,0.20003133803624695,2e-05,0.38439512252807617,1.6174614429473877,4.45302160193812,19016931.637088776,000001,20231207,208
137,4139,11.800314981471672,30,0.1981974397059572,2e-05,0.49872395396232605,1.4395439624786377,-0.23654206299124153,-286095.43170166016,000001,20231207,157
138,4169,9.267169751454254,30,0.19638035465662063,2e-05,0.4510180950164795,1.445212721824646,-0.3670015864653906,29851053.094657898,000001,20231207,161
139,4199,11.491779186476492,30,0.1945799287431509,2e-05,0.40587523579597473,1.0850574970245361,5.09845554362552,7482717.828987122,000001,20231207,204
140,4229,11.20075060943294,30,0.19279600923367232,2e-05,0.3052489161491394,1.36053466796875,-8.639141608405748,-681051.3772506714,000001,20231207,101
141,4259,10.636963395225457,30,0.19102844479656353,2e-05,0.33436620235443115,1.4371492862701416,-9.58354867231601,-33502496.302028656,000001,20231207,103
142,4289,13.449289124668425,30,0.18927708548761973,2e-05,0.3079872131347656,1.3858532905578613,-8.213057243095376,-44674162.2857399,000001,20231207,105
143,4319,7.423558851674638,30,0.1875417827373329,2e-05,0.28443658351898193,1.404483437538147,-1.407737819623234,-21307714.5879097,000001,20231207,32
144,4349,11.741028692429865,30,0.18582238933828843,2e-05,0.32735687494277954,1.2995672225952148,-0.6682764391447238,-37266069.685344696,000001,20231207,190
145,4379,12.190368515583717,30,0.18411875943267741,2e-05,0.2506474554538727,1.3693177700042725,5.30986032297486,8766733.35980606,000001,20231207,134
146,4409,13.606106934886174,30,0.18243074849992336,2e-05,0.33210688829421997,1.2740540504455566,-7.868895757557724,-5546885.546524048,000001,20231207,182
147,4439,8.99977106518283,30,0.1807582133444224,2e-05,0.4152282774448395,1.2625372409820557,-8.281860608236691,207719.70840072632,000001,20231207,100
148,4469,7.56153244822092,30,0.17910101208339588,2e-05,0.2946047782897949,1.467096209526062,-2.4450025411295018,-55711964.4573822,000001,20231207,54
149,4499,7.121487255420401,30,0.17745900413485421,2e-05,0.23739974200725555,1.4271851778030396,2.044798507926949,-19537384.906455994,000001,20231207,126
150,4529,11.660600317628369,30,0.1758320502056713,2e-05,0.2978096306324005,1.2210296392440796,-6.985581493309105,35786451.42911911,000001,20231207,94
151,4559,13.977600211528284,30,0.17422001227976805,2e-05,0.25800013542175293,1.2337532043457031,-6.4430721641311575,20367109.74169159,000001,20231207,181
152,4589,6.115913846153841,30,0.17262275360640444,2e-05,0.2769566476345062,1.2883620262145996,-2.5673791392155447,-14423825.751613617,000001,20231207,84
153,4619,7.417944710260489,30,0.17104013868857873,2e-05,0.20172135531902313,1.397068977355957,-0.8781990819355793,-16230025.549377441,000001,20231207,29
154,4649,9.87684325753569,30,0.16947203327153318,2e-05,0.2958950400352478,1.3139386177062988,0.46927779009514,21055373.6088295,000001,20231207,151
155,4679,5.6990725251455725,30,0.16791830433136504,2e-05,0.28367358446121216,1.0358537435531616,-0.6506941716907504,842418.8174057007,000001,20231207,165
156,4709,7.058257188328906,30,0.16637882006374205,2e-05,0.3085278272628784,1.4601649045944214,6.070898148939582,-52802542.20833969,000001,20231207,59
157,4739,11.54548789000528,30,0.16485344987272135,2e-05,0.27265292406082153,1.3659029006958008,2.640951194964563,49565384.419384,000001,20231207,70
158,4769,12.314314028586548,30,0.16334206435967086,2e-05,0.29106253385543823,1.4314947128295898,-7.182413178733392,-13001330.41519928,000001,20231207,113
159,4799,7.375286092014793,30,0.1618445353122923,2e-05,0.3363332450389862,1.2310512065887451,0.6325719452031905,22471233.45456314,000001,20231207,153
160,4829,11.424154579142396,30,0.16036073569374476,2e-05,0.3819434344768524,1.2598634958267212,-5.268373207650798,-21939432.534427643,000001,20231207,187
161,4859,7.148210693488611,30,0.15889053963186817,2e-05,0.322761595249176,1.2985022068023682,0.35958036623914647,-43789430.19441223,000001,20231207,125
162,4889,8.1179391626921,30,0.15743382240850531,2e-05,0.20467320084571838,1.4371775388717651,2.902640021422401,-16276762.483764648,000001,20231207,57
163,4919,10.021235763704095,30,0.1559904604489219,2e-05,0.267732709646225,1.1577818393707275,-4.252078719522622,-19186184.732810974,000001,20231207,23
164,4949,7.990296767355591,30,0.15456033131132363,2e-05,0.32043206691741943,1.1964850425720215,-7.6790832578322155,8804045.974086761,000001,20231207,95
165,4979,19.802431445209102,30,0.15314331367646933,2e-05,0.23387376964092255,1.7165296077728271,0.12740996260000734,-2208464.3997192383,000001,20231207,155
166,5009,12.400273160402318,30,0.1517392873373793,2e-05,0.3457237780094147,1.4356974363327026,-0.2504824194425466,-248109.65169143677,000001,20231207,159
167,5039,7.394503961965125,30,0.15034813318913803,2e-05,0.2814599871635437,1.407481074333191,9.07404188606241,5002582.977306366,000001,20231207,138
168,5069,8.215873478030705,30,0.1489697332187905,2e-05,0.3124643564224243,1.3774042129516602,-8.028740244881211,-14417767.260124207,000001,20231207,187
169,5099,9.093492830589483,30,0.14760397049533092,2e-05,0.19000643491744995,1.7718733549118042,-16.90189528263674,5891642.562561035,000001,20231207,45
170,5129,6.1190074428495365,30,0.1462507291597834,2e-05,0.17480385303497314,1.572163462638855,-1.2099318024631815,-17191210.03338623,000001,20231207,30
171,5159,10.039499734747999,30,0.14490989441537358,2e-05,0.25877198576927185,1.473475456237793,-3.053723510456042,54835598.85431671,000001,20231207,16
172,5189,14.801872948650074,30,0.1435813525177902,2e-05,0.25979408621788025,1.2306424379348755,0.2827803298090587,-1701185.9451789856,000001,20231207,156
173,5219,12.019995755968157,30,0.14226499076553614,2e-05,0.15115685760974884,1.5495790243148804,-1.2067425344417253,-18123544.557891846,000001,20231207,84
174,5249,10.65497509273979,30,0.1409606974903678,2e-05,0.26302218437194824,1.5086822509765625,-6.975411844482867,-49880618.31017685,000001,20231207,116
175,5279,6.423510366826143,30,0.13966836204782218,2e-05,0.21620222926139832,1.2344791889190674,-18.916310816143596,-21263862.64946747,000001,20231207,47
176,5309,6.1186578529878375,30,0.13838787480783085,2e-05,0.23358452320098877,1.3852862119674683,1.1016643637384838,-16964737.85131836,000001,20231207,194
177,5339,7.434789613142552,30,0.13711912714541988,2e-05,0.28238940238952637,1.3009381294250488,-1.0536836646916765,-31565702.35425949,000001,20231207,170
178,5369,12.33542058047492,30,0.13586201143149507,2e-05,0.24688813090324402,1.1560680866241455,4.007614832465158,58843339.06152725,000001,20231207,143
179,5399,7.306883505603903,30,0.13461642102371169,2e-05,0.24232685565948486,1.2769849300384521,-8.63464651229671,-6252239.209259033,000001,20231207,112
180,5429,12.68880274986779,30,0.1333822502574279,2e-05,0.2733355462551117,1.4909381866455078,6.604606995216792,101106606.39838791,000001,20231207,8
181,5459,7.4051064055055384,30,0.13215939443674113,2e-05,0.22824129462242126,1.3614170551300049,1.0190633947474417,-4638111.82226944,000001,20231207,155
182,5489,10.135210386857445,30,0.1309477498256066,2e-05,0.19439437985420227,1.460202932357788,3.3620071684585433,58785639.14251709,000001,20231207,10
183,5519,10.224321105794782,30,0.12974721363903738,2e-05,0.26388752460479736,1.414498209953308,-1.1536531129081777,-21997132.45342636,000001,20231207,32
184,5549,7.746848806366038,30,0.12855768403438483,2e-05,0.24586895108222961,1.305258870124817,-10.39553920310565,-42462332.05740738,000001,20231207,106
185,5579,7.181566472076806,30,0.12737906010269942,2e-05,0.26805493235588074,1.2113549709320068,-17.793730694330563,16689861.726192474,000001,20231207,42
186,5609,8.181832012678282,30,0.1262112418601704,2e-05,0.18753573298454285,1.6474580764770508,-1.625411107135485,16536796.785404205,000001,20231207,123
187,5639,9.14759269454737,30,0.12505413023964412,2e-05,0.1590534746646881,1.6409236192703247,0.1535807191580386,-43228106.14907074,000001,20231207,125
188,5669,6.929445738485956,30,0.12390762708222004,2e-05,0.23530179262161255,1.3859556913375854,-6.236940521527847,-26745354.954467773,000001,20231207,118
189,5699,10.987058823529402,30,0.12277163512892385,2e-05,0.17325544357299805,1.8208062648773193,-1.2366446142550558,11741933.516506195,000001,20231207,83
190,5729,9.043264440911493,30,0.12164605801245684,2e-05,0.2614651620388031,1.3070579767227173,-8.14377945307931,-39255178.22632599,000001,20231207,185
191,5759,7.388974272101624,30,0.12053080024902105,2e-05,0.18519653379917145,1.3039090633392334,6.229298086825842,10014590.274715424,000001,20231207,69
192,5789,5.630142570068747,30,0.1194257672302192,2e-05,0.2473049908876419,1.2329702377319336,4.929903390707946,-27407269.191936493,000001,20231207,199
