,code,date,step,quantity,action,ask_price,bid_price,order_price,reward,cash,BP,IS,status,index
0,000001,20231207,0,2788.8285,0,9.39,9.38,9.34,0.9994672349493873,902.04177,-28.0131300805805,0.48083249999831423,FILLED,25
1,000001,20231207,1,2692.6620000000003,0,9.39,9.38,9.34,0.9994672349493868,1804.08354,-28.0131300805805,0.9616649999966285,FILLED,26
2,000001,20231207,2,2596.4955000000004,0,9.4,9.39,9.35,0.9994672349493864,2706.1253100000004,-28.0131300805805,1.4424974999947153,FILLED,27
3,000001,20231207,3,2500.3290000000006,0,9.4,9.39,9.35,1.0005327650506117,3609.1287450000004,-25.349304827515738,0.9616649999929905,FILLED,28
4,000001,20231207,4,2404.162500000001,0,9.41,9.4,9.36,1.0005327650506117,4512.1321800000005,-23.75100967567764,0.48083249999126565,FILLED,29
5,000001,20231207,5,2307.996000000001,0,9.41,9.4,9.36,1.0015982951518374,5416.097280000001,-20.909596072410324,-0.9616650000107256,FILLED,30
6,000001,20231207,6,2211.829500000001,0,9.41,9.4,9.36,1.001598295151837,6320.062380000001,-18.88001492721804,-2.404162500012717,FILLED,31
7,000001,20231207,7,2115.6630000000014,0,9.41,9.4,9.36,1.001598295151837,7224.027480000002,-17.35782906832524,-3.846660000014708,FILLED,32
8,000001,20231207,8,2019.4965000000013,0,9.41,9.4,9.36,1.001598295151837,8127.992580000002,-16.1739067336321,-5.289157500013971,FILLED,33
9,000001,20231207,9,1923.3300000000013,0,9.41,9.4,9.36,1.0015982951518356,9031.957680000001,-15.226768865879485,-6.731655000012324,FILLED,34
10,000001,20231207,10,1827.1635000000012,0,9.41,9.4,9.36,1.0015982951518358,9935.92278,-14.45183788317349,-8.174152500012497,FILLED,35
11,000001,20231207,11,1730.9970000000012,0,9.42,9.41,9.37,1.0015982951518358,10839.88788,-13.806062064249616,-9.61665000001085,FILLED,36
12,000001,20231207,12,1634.8305000000012,0,9.42,9.41,9.37,1.0026638252530624,11744.814645,-12.439997831912256,-12.020812500009924,FILLED,37
13,000001,20231207,13,1538.6640000000011,0,9.42,9.41,9.37,1.0026638252530624,12649.74141,-11.269085632763513,-14.424975000010818,FILLED,38
14,000001,20231207,14,1442.497500000001,0,9.42,9.41,9.37,1.0026638252530624,13554.668175,-10.254295060168316,-16.829137500009892,FILLED,39
15,000001,20231207,15,1346.331000000001,0,9.42,9.41,9.37,1.0026638252530624,14459.59494,-9.366353309147991,-19.233300000008967,FILLED,40
16,000001,20231207,16,1250.164500000001,0,9.42,9.41,9.37,1.0026638252530624,15364.521705000001,-8.58287529354182,-21.63746250000804,FILLED,41
17,000001,20231207,17,1153.998000000001,0,9.42,9.41,9.37,1.0026638252530626,16269.448470000001,-7.88645039078015,-24.041625000008935,FILLED,42
18,000001,20231207,18,1057.831500000001,0,9.42,9.41,9.37,1.0026638252530604,17174.375235,-7.263333372521203,-26.44578750000801,FILLED,43
19,000001,20231207,19,961.6650000000009,0,9.42,9.41,9.37,1.0026638252530624,18079.302,-6.702528056088907,-28.849950000007084,FILLED,44
20,000001,20231207,20,865.4985000000008,0,9.42,9.41,9.37,1.0026638252530626,18984.228765,-6.195132769791307,-31.25411250000616,FILLED,45
21,000001,20231207,21,769.3320000000008,0,9.42,9.41,9.37,1.0026638252530626,19889.15553,-5.7338643277012045,-33.65827500000523,FILLED,46
22,000001,20231207,22,673.1655000000007,0,9.41,9.4,9.36,1.0026638252530626,20794.082295,-5.312706184925095,-36.062437500007945,FILLED,47
23,000001,20231207,23,576.9990000000007,0,9.41,9.4,9.36,1.0015982951518385,21698.047395,-5.370615429556525,-37.50493500000448,FILLED,48
24,000001,20231207,24,480.8325000000007,0,9.41,9.4,9.36,1.0015982951518383,22602.012495000003,-5.42389193461767,-38.94743250000829,FILLED,49
25,000001,20231207,25,384.66600000000074,0,9.41,9.4,9.36,1.0015982951518385,23505.977595000004,-5.473070246982822,-40.38993000000846,FILLED,50
26,000001,20231207,26,288.49950000000075,0,9.41,9.4,9.36,1.0015982951518385,24409.942695000005,-5.518605721391986,-41.832427500008635,FILLED,51
27,000001,20231207,27,192.33300000000077,0,9.41,9.4,9.36,1.0015982951518383,25313.907795000006,-5.560888661918836,-43.27492500000881,FILLED,52
28,000001,20231207,28,96.16650000000077,0,9.41,9.4,9.36,1.0015982951518383,26217.872895000008,-5.600255537577392,-44.71742250001262,FILLED,53
29,000001,20231207,29,0.0,0,9.41,9.4,9.36,0.9013982951518472,27121.657490479516,-5.703664621527537,-45.97941547951268,FILLED,53
0,000001,20231207,0,2788.8285,0,9.45,9.44,9.4,0.9994700582935878,906.850095,-8.37649794004827,0.48083249999808686,FILLED,63
1,000001,20231207,1,2692.6620000000003,0,9.46,9.45,9.41,1.000529941706412,1814.6618549999998,-3.0770808759263786,-3.637978807091713e-12,FILLED,64
2,000001,20231207,2,2596.4955000000004,0,9.46,9.45,9.41,1.001589825119236,2723.4352799999997,2.2223361881973966,-1.4424975000051745,FILLED,65
3,000001,20231207,3,2500.3290000000006,0,9.45,9.44,9.4,1.001589825119236,3632.2087049999996,4.8720447202583435,-2.884995000007166,FILLED,66
4,000001,20231207,4,2404.162500000001,0,9.45,9.44,9.4,1.0005299417064115,4540.020465,4.342103013847283,-3.3658275000088906,FILLED,67
5,000001,20231207,5,2307.996000000001,0,9.45,9.44,9.4,1.000529941706411,5447.832224999999,3.988808542905322,-3.8466600000101607,FILLED,68
6,000001,20231207,6,2211.829500000001,0,9.45,9.44,9.4,1.0005299417064106,6355.643984999999,3.7364553493748116,-4.32749250001234,FILLED,69
7,000001,20231207,7,2115.6630000000014,0,9.46,9.45,9.41,1.0005299417064106,7263.455744999998,3.5471904542269286,-4.80832500001361,FILLED,70
8,000001,20231207,8,2019.4965000000013,0,9.46,9.45,9.41,1.001589825119236,8172.229169999999,4.577632661137532,-6.250822500013783,FILLED,71
9,000001,20231207,9,1923.3300000000013,0,9.45,9.44,9.4,1.0015898251192348,9081.002594999998,5.401986426665637,-7.6933200000130455,FILLED,72
10,000001,20231207,10,1827.1635000000012,0,9.45,9.44,9.4,1.0005299417064117,9988.814354999999,5.112927314076247,-8.174152500012497,FILLED,73
11,000001,20231207,11,1730.9970000000012,0,9.45,9.44,9.4,1.0005299417064117,10896.626115,4.872044720250813,-8.654985000013767,FILLED,74
12,000001,20231207,12,1634.8305000000012,0,9.45,9.44,9.4,1.000529941706412,11804.437875,4.668220987015645,-9.135817500013218,FILLED,75
13,000001,20231207,13,1538.6640000000011,0,9.44,9.43,9.39,1.000529941706412,12712.249635,4.4935149299550465,-9.616650000012669,FILLED,76
14,000001,20231207,14,1442.497500000001,0,9.44,9.43,9.39,0.9994700582935864,13619.09973,3.635514071953947,-9.135817500013218,FILLED,77
15,000001,20231207,15,1346.331000000001,0,9.44,9.43,9.39,0.9994700582935864,14525.949825,2.8847633212008668,-8.654985000011948,FILLED,78
16,000001,20231207,16,1250.164500000001,0,9.44,9.43,9.39,0.9994700582935864,15432.79992,2.2223361881861003,-8.174152500012497,FILLED,79
17,000001,20231207,17,1153.998000000001,0,9.44,9.43,9.39,0.9994700582935866,16339.650015,1.6335120699482428,-7.6933200000112265,FILLED,80
18,000001,20231207,18,1057.831500000001,0,9.44,9.43,9.39,0.9994700582935886,17246.50011,1.106669437842965,-7.212487500011775,FILLED,81
19,000001,20231207,19,961.6650000000009,0,9.44,9.43,9.39,0.9994700582935885,18153.350205000002,0.632511068949156,-6.731655000014143,FILLED,82
20,000001,20231207,20,865.4985000000008,0,9.44,9.43,9.39,0.9994700582935886,19060.200300000004,0.2035106399476648,-6.250822500016511,FILLED,83
21,000001,20231207,21,769.3320000000008,0,9.43,9.42,9.38,0.9994700582935888,19967.050395000006,-0.1864897500512947,-5.769990000015241,FILLED,84
22,000001,20231207,22,673.1655000000007,0,9.43,9.42,9.38,0.9984101748807614,20872.938825000005,-1.0033959378012205,-4.327492500018707,FILLED,85
23,000001,20231207,23,576.9990000000007,0,9.43,9.42,9.38,0.9984101748807616,21778.827255000004,-1.7522266099081432,-2.8849950000148965,FILLED,86
24,000001,20231207,24,480.8325000000007,0,9.43,9.42,9.38,0.9984101748807614,22684.715685000003,-2.4411508282444037,-1.4424975000147242,FILLED,87
25,000001,20231207,25,384.66600000000074,0,9.43,9.42,9.38,0.9984101748807614,23590.604115000002,-3.0770808759395574,-1.0913936421275139e-11,FILLED,88
26,000001,20231207,26,288.49950000000075,0,9.43,9.42,9.38,0.9984101748807614,24496.492545,-3.665904994175533,1.4424974999856204,FILLED,89
27,000001,20231207,27,192.33300000000077,0,9.43,9.42,9.38,0.9984101748807614,25402.380975,-4.212670246824972,2.8849949999894307,FILLED,90
28,000001,20231207,28,96.16650000000077,0,9.44,9.43,9.39,0.9984101748807614,26308.269405,-4.721727551014077,4.327492499989603,FILLED,91
29,000001,20231207,29,0.0,0,9.44,9.43,9.39,0.899270058293595,27214.938033814506,-4.910219897315655,4.989791185489594,FILLED,91
0,000001,20231207,0,2788.8285,0,9.44,9.43,9.39,0.9994706193753307,907.8117599999999,29.20131832853819,0.48083249999831423,FILLED,10
1,000001,20231207,1,2692.6620000000003,0,9.44,9.43,9.39,0.998411858125992,1814.6618549999998,23.90751208184599,1.9233299999966675,FILLED,11
2,000001,20231207,2,2596.4955000000004,0,9.44,9.43,9.39,0.9984118581259919,2721.51195,22.142909999617135,3.3658274999947935,FILLED,12
3,000001,20231207,3,2500.3290000000006,0,9.44,9.43,9.39,0.9984118581259913,3628.362045,21.26060895850083,4.808324999993147,FILLED,13
4,000001,20231207,4,2404.162500000001,0,9.42,9.41,9.37,0.9984118581259913,4535.21214,20.731228333832927,6.250822499991955,FILLED,14
5,000001,20231207,5,2307.996000000001,0,9.42,9.41,9.37,0.9962943356273152,5440.138905,16.849103752924936,9.616649999989932,FILLED,15
6,000001,20231207,6,2211.829500000001,0,9.43,9.42,9.38,0.9962943356273147,6345.06567,14.076157623705752,12.982477499987908,FILLED,16
7,000001,20231207,7,2115.6630000000014,0,9.43,9.42,9.38,0.9973530968766529,7250.9541,13.319899588465352,15.386639999986073,FILLED,17
8,000001,20231207,8,2019.4965000000013,0,9.43,9.42,9.38,0.9973530968766529,8156.84253,12.73169889438468,17.790802499986967,FILLED,18
9,000001,20231207,9,1923.3300000000013,0,9.42,9.41,9.37,0.9973530968766535,9062.73096,12.261138339122024,20.19496499998604,FILLED,19
10,000001,20231207,10,1827.1635000000012,0,9.42,9.41,9.37,0.9962943356273147,9967.657725000001,10.913624021782121,23.560792499985837,FILLED,20
11,000001,20231207,11,1730.9970000000012,0,9.42,9.41,9.37,0.9962943356273147,10872.584490000001,9.790695423996365,26.92661999998745,FILLED,21
12,000001,20231207,12,1634.8305000000012,0,9.42,9.41,9.37,0.996294335627315,11777.511255000001,8.840525072026404,30.292447499987247,FILLED,22
13,000001,20231207,13,1538.6640000000011,0,9.4,9.39,9.35,0.996294335627315,12682.438020000001,8.026093341763751,33.65827499998704,FILLED,23
14,000001,20231207,14,1442.497500000001,0,9.39,9.38,9.34,0.9941768131286388,13585.441455000002,5.908570843088375,38.94743249998646,FILLED,24
15,000001,20231207,15,1346.331000000001,0,9.39,9.38,9.34,0.9931180518792998,14487.483225000002,3.3940128759073716,45.19825499998842,FILLED,25
16,000001,20231207,16,1250.164500000001,0,9.39,9.38,9.34,0.9931180518792998,15389.524995000002,1.1752852578089195,51.44907749998856,FILLED,26
17,000001,20231207,17,1153.998000000001,0,9.4,9.39,9.35,0.9931180518793,16291.566765000001,-0.7969170693917944,57.6998999999887,FILLED,27
